Feature,VIF
current_age,11.615422973043918
entry_age,7.127617384641498
vintage_months,2.4664276223699457
Number_of_competition_account,1.4233166553032792
MTF_taken,1.0154453285232474
recency,37.813942995995795
never_traded,25.18635923344041
DP_Value_log,1.3522216989696731
ord_cash_log,3.00751802419472
ord_derv_log,1.618487996523482
ord_comm_log,1.0575862645047798
ord_curr_log,1.0187502608286465
Total_Margin_log,1.6173165893540007
