Feature,Importance
never_traded,30.112875691848455
vintage_months,21.548820808270747
recency,18.550539888602966
ord_cash_log,10.751586526553961
current_age,4.5250125591121675
DP_Value_log,3.114431781547043
Total_Margin_log,3.0857469268341795
ord_derv_log,2.7772751684707497
Number_of_competition_account,2.5437813864491394
Vertical,1.108583103842518
Category_Bucket_final,0.8942507293175569
plan,0.4778972602156717
self_dealer_status,0.2818889660140203
Dealing_Zone,0.22730920292082588
